donor,recipient,recieved_amount
France,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Belgium,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
Spain,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
France,India,1.3398E+11
Belgium,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Norway,India,1.3398E+11
Belgium,India,1.3398E+11
Belgium,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Spain,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Spain,India,1.3398E+11
Spain,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
Belgium,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Sweden,India,1.3398E+11
Germany,India,1.3398E+11
Luxembourg,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Norway,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Norway,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Norway,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Ireland,India,1.3398E+11
Japan,India,1.3398E+11
Ireland,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Germany,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Switzerland,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Switzerland,India,1.3398E+11
Switzerland,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Switzerland,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Switzerland,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Germany,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Belgium,India,1.3398E+11
Belgium,India,1.3398E+11
Italy,India,1.3398E+11
Belgium,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Switzerland,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Switzerland,India,1.3398E+11
Italy,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Korea,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Korea,India,1.3398E+11
Ireland,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Korea,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
Switzerland,India,1.3398E+11
Norway,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Ireland,India,1.3398E+11
Japan,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
France,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
France,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
France,India,1.3398E+11
Italy,India,1.3398E+11
Japan,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Belgium,India,1.3398E+11
United States,India,1.3398E+11
Belgium,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
Ireland,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Netherlands,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
Canada,India,1.3398E+11
Japan,India,1.3398E+11
United Kingdom,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
United Kingdom,India,1.3398E+11
United States,India,1.3398E+11
United Kingdom,India,1.3398E+11
Canada,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
United Kingdom,India,1.3398E+11
United Kingdom,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United Kingdom,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Japan,India,1.3398E+11
Austria,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Austria,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Austria,India,1.3398E+11
Austria,India,1.3398E+11
United States,India,1.3398E+11
Austria,India,1.3398E+11
Austria,India,1.3398E+11
Austria,India,1.3398E+11
Japan,India,1.3398E+11
Austria,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Austria,India,1.3398E+11
Austria,India,1.3398E+11
Austria,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Austria,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
France,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
France,India,1.3398E+11
France,India,1.3398E+11
Japan,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Austria,India,1.3398E+11
Germany,India,1.3398E+11
Italy,India,1.3398E+11
Germany,India,1.3398E+11
Japan,India,1.3398E+11
France,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
Italy,India,1.3398E+11
Austria,India,1.3398E+11
Austria,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
France,India,1.3398E+11
Japan,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Austria,India,1.3398E+11
United States,India,1.3398E+11
Austria,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
Japan,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Denmark,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Denmark,India,1.3398E+11
United States,India,1.3398E+11
Germany,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
Germany,India,1.3398E+11
Denmark,India,1.3398E+11
Denmark,India,1.3398E+11
United States,India,1.3398E+11
Denmark,India,1.3398E+11
Italy,India,1.3398E+11
Sweden,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
France,India,1.3398E+11
United States,India,1.3398E+11
Sweden,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Italy,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Ireland,India,1.3398E+11
Italy,India,1.3398E+11
Italy,India,1.3398E+11
Ireland,India,1.3398E+11
Italy,India,1.3398E+11
Ireland,India,1.3398E+11
Italy,India,1.3398E+11
Ireland,India,1.3398E+11
Italy,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
Luxembourg,India,1.3398E+11
Ireland,India,1.3398E+11
Germany,India,1.3398E+11
Ireland,India,1.3398E+11
Italy,India,1.3398E+11
Ireland,India,1.3398E+11
Ireland,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Germany,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Sweden,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
Norway,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
United States,India,1.3398E+11
Sweden,India,1.3398E+11
